2000 500
961	3461
962	3462
963	3463
964	3464
965	3465
966	3466
967	3467
968	3468
969	3469
970	3470
971	3471
972	3472
973	3473
974	3474
975	3475
976	3476
977	3477
978	3478
979	3479
980	3480
981	3481
982	3482
983	3483
984	3484
985	3485
986	3486
987	3487
988	3488
989	3489
990	3490
991	3491
992	3492
993	3493
994	3494
995	3495
996	3496
997	3497
998	3498
999	3499
1000	3500
1001	3501
1002	3502
1003	3503
1004	3504
1005	3505
1006	3506
1007	3507
1008	3508
1009	3509
1010	3510
1011	3511
1012	3512
1013	3513
1014	3514
1015	3515
1016	3516
1017	3517
1018	3518
1019	3519
1020	3520
1021	3521
1022	3522
1023	3523
1024	3524
1025	3525
1026	3526
1027	3527
1028	3528
1029	3529
1030	3530
1031	3531
1032	3532
1033	3533
1034	3534
1035	3535
1036	3536
1037	3537
1038	3538
1039	3539
1040	3540
1041	3541
1042	3542
1043	3543
1044	3544
1045	3545
1046	3546
1047	3547
1048	3548
1049	3549
1050	3550
1051	3551
1052	3552
1053	3553
1054	3554
1055	3555
1056	3556
1057	3557
1058	3558
1059	3559
1060	3560
1061	3561
1062	3562
1063	3563
1064	3564
1065	3565
1066	3566
1067	3567
1068	3568
1069	3569
1070	3570
1071	3571
1072	3572
1073	3573
1074	3574
1075	3575
1076	3576
1077	3577
1078	3578
1079	3579
1080	3580
1081	3581
1082	3582
1083	3583
1084	3584
1085	3585
1086	3586
1087	3587
1088	3588
1089	3589
1090	3590
1091	3591
1092	3592
1093	3593
1094	3594
1095	3595
1096	3596
1097	3597
1098	3598
1099	3599
1100	3600
1101	3601
1102	3602
1103	3603
1104	3604
1105	3605
1106	3606
1107	3607
1108	3608
1109	3609
1110	3610
1111	3611
1112	3612
1113	3613
1114	3614
1115	3615
1116	3616
1117	3617
1118	3618
1119	3619
1120	3620
1121	3621
1122	3622
1123	3623
1124	3624
1125	3625
1126	3626
1127	3627
1128	3628
1129	3629
1130	3630
1131	3631
1132	3632
1133	3633
1134	3634
1135	3635
1136	3636
1137	3637
1138	3638
1139	3639
1140	3640
1141	3641
1142	3642
1143	3643
1144	3644
1145	3645
1146	3646
1147	3647
1148	3648
1149	3649
1150	3650
1151	3651
1152	3652
1153	3653
1154	3654
1155	3655
1156	3656
1157	3657
1158	3658
1159	3659
1160	3660
1161	3661
1162	3662
1163	3663
1164	3664
1165	3665
1166	3666
1167	3667
1168	3668
1169	3669
1170	3670
1171	3671
1172	3672
1173	3673
1174	3674
1175	3675
1176	3676
1177	3677
1178	3678
1179	3679
1180	3680
1181	3681
1182	3682
1183	3683
1184	3684
1185	3685
1186	3686
1187	3687
1188	3688
1189	3689
1190	3690
1191	3691
1192	3692
1193	3693
1194	3694
1195	3695
1196	3696
1197	3697
1198	3698
1199	3699
1200	3700
1201	3701
1202	3702
1203	3703
1204	3704
1205	3705
1206	3706
1207	3707
1208	3708
1209	3709
1210	3710
1211	3711
1212	3712
1213	3713
1214	3714
1215	3715
1216	3716
1217	3717
1218	3718
1219	3719
1220	3720
1221	3721
1222	3722
1223	3723
1224	3724
1225	3725
1226	3726
1227	3727
1228	3728
1229	3729
1230	3730
1231	3731
1232	3732
1233	3733
1234	3734
1235	3735
1236	3736
1237	3737
1238	3738
1239	3739
1240	3740
1241	3741
1242	3742
1243	3743
1244	3744
1245	3745
1246	3746
1247	3747
1248	3748
1249	3749
1250	3750
1251	3751
1252	3752
1253	3753
1254	3754
1255	3755
1256	3756
1257	3757
1258	3758
1259	3759
1260	3760
1261	3761
1262	3762
1263	3763
1264	3764
1265	3765
1266	3766
1267	3767
1268	3768
1269	3769
1270	3770
1271	3771
1272	3772
1273	3773
1274	3774
1275	3775
1276	3776
1277	3777
1278	3778
1279	3779
1280	3780
1281	3781
1282	3782
1283	3783
1284	3784
1285	3785
1286	3786
1287	3787
1288	3788
1289	3789
1290	3790
1291	3791
1292	3792
1293	3793
1294	3794
1295	3795
1296	3796
1297	3797
1298	3798
1299	3799
1300	3800
1301	3801
1302	3802
1303	3803
1304	3804
1305	3805
1306	3806
1307	3807
1308	3808
1309	3809
1310	3810
1311	3811
1312	3812
1313	3813
1314	3814
1315	3815
1316	3816
1317	3817
1318	3818
1319	3819
1320	3820
1321	3821
1322	3822
1323	3823
1324	3824
1325	3825
1326	3826
1327	3827
1328	3828
1329	3829
1330	3830
1331	3831
1332	3832
1333	3833
1334	3834
1335	3835
1336	3836
1337	3837
1338	3838
1339	3839
1340	3840
1341	3841
1342	3842
1343	3843
1344	3844
1345	3845
1346	3846
1347	3847
1348	3848
1349	3849
1350	3850
1351	3851
1352	3852
1353	3853
1354	3854
1355	3855
1356	3856
1357	3857
1358	3858
1359	3859
1360	3860
1361	3861
1362	3862
1363	3863
1364	3864
1365	3865
1366	3866
1367	3867
1368	3868
1369	3869
1370	3870
1371	3871
1372	3872
1373	3873
1374	3874
1375	3875
1376	3876
1377	3877
1378	3878
1379	3879
1380	3880
1381	3881
1382	3882
1383	3883
1384	3884
1385	3885
1386	3886
1387	3887
1388	3888
1389	3889
1390	3890
1391	3891
1392	3892
1393	3893
1394	3894
1395	3895
1396	3896
1397	3897
1398	3898
1399	3899
1400	3900
1401	3901
1402	3902
1403	3903
1404	3904
1405	3905
1406	3906
1407	3907
1408	3908
1409	3909
1410	3910
1411	3911
1412	3912
1413	3913
1414	3914
1415	3915
1416	3916
1417	3917
1418	3918
1419	3919
1420	3920
1421	3921
1422	3922
1423	3923
1424	3924
1425	3925
1426	3926
1427	3927
1428	3928
1429	3929
1430	3930
1431	3931
1432	3932
1433	3933
1434	3934
1435	3935
1436	3936
1437	3937
1438	3938
1439	3939
1440	3940
1441	3941
1442	3942
1443	3943
1444	3944
1445	3945
1446	3946
1447	3947
1448	3948
1449	3949
1450	3950
1451	3951
1452	3952
1453	3953
1454	3954
1455	3955
1456	3956
1457	3957
1458	3958
1459	3959
1460	3960
1461	3961
1462	3962
1463	3963
1464	3964
1465	3965
1466	3966
1467	3967
1468	3968
1469	3969
1470	3970
1471	3971
1472	3972
1473	3973
1474	3974
1475	3975
1476	3976
1477	3977
1478	3978
1479	3979
1480	3980
1481	3981
1482	3982
1483	3983
1484	3984
1485	3985
1486	3986
1487	3987
1488	3988
1489	3989
1490	3990
1491	3991
1492	3992
1493	3993
1494	3994
1495	3995
1496	3996
1497	3997
1498	3998
1499	3999
1500	4000
1501	4001
1502	4002
1503	4003
1504	4004
1505	4005
1506	4006
1507	4007
1508	4008
1509	4009
1510	4010
1511	4011
1512	4012
1513	4013
1514	4014
1515	4015
1516	4016
1517	4017
1518	4018
1519	4019
1520	4020
1521	4021
1522	4022
1523	4023
1524	4024
1525	4025
1526	4026
1527	4027
1528	4028
1529	4029
1530	4030
1531	4031
1532	4032
1533	4033
1534	4034
1535	4035
1536	4036
1537	4037
1538	4038
1539	4039
1540	4040
1541	4041
1542	4042
1543	4043
1544	4044
1545	4045
1546	4046
1547	4047
1548	4048
1549	4049
1550	4050
1551	4051
1552	4052
1553	4053
1554	4054
1555	4055
1556	4056
1557	4057
1558	4058
1559	4059
1560	4060
1561	4061
1562	4062
1563	4063
1564	4064
1565	4065
1566	4066
1567	4067
1568	4068
1569	4069
1570	4070
1571	4071
1572	4072
1573	4073
1574	4074
1575	4075
1576	4076
1577	4077
1578	4078
1579	4079
1580	4080
1581	4081
1582	4082
1583	4083
1584	4084
1585	4085
1586	4086
1587	4087
1588	4088
1589	4089
1590	4090
1591	4091
1592	4092
1593	4093
1594	4094
1595	4095
1596	4096
1597	4097
1598	4098
1599	4099
1600	4100
1601	4101
1602	4102
1603	4103
1604	4104
1605	4105
1606	4106
1607	4107
1608	4108
1609	4109
1610	4110
1611	4111
1612	4112
1613	4113
1614	4114
1615	4115
1616	4116
1617	4117
1618	4118
1619	4119
1620	4120
1621	4121
1622	4122
1623	4123
1624	4124
1625	4125
1626	4126
1627	4127
1628	4128
1629	4129
1630	4130
1631	4131
1632	4132
1633	4133
1634	4134
1635	4135
1636	4136
1637	4137
1638	4138
1639	4139
1640	4140
1641	4141
1642	4142
1643	4143
1644	4144
1645	4145
1646	4146
1647	4147
1648	4148
1649	4149
1650	4150
1651	4151
1652	4152
1653	4153
1654	4154
1655	4155
1656	4156
1657	4157
1658	4158
1659	4159
1660	4160
1661	4161
1662	4162
1663	4163
1664	4164
1665	4165
1666	4166
1667	4167
1668	4168
1669	4169
1670	4170
1671	4171
1672	4172
1673	4173
1674	4174
1675	4175
1676	4176
1677	4177
1678	4178
1679	4179
1680	4180
1681	4181
1682	4182
1683	4183
1684	4184
1685	4185
1686	4186
1687	4187
1688	4188
1689	4189
1690	4190
1691	4191
1692	4192
1693	4193
1694	4194
1695	4195
1696	4196
1697	4197
1698	4198
1699	4199
1700	4200
1701	4201
1702	4202
1703	4203
1704	4204
1705	4205
1706	4206
1707	4207
1708	4208
1709	4209
1710	4210
1711	4211
1712	4212
1713	4213
1714	4214
1715	4215
1716	4216
1717	4217
1718	4218
1719	4219
1720	4220
1721	4221
1722	4222
1723	4223
1724	4224
1725	4225
1726	4226
1727	4227
1728	4228
1729	4229
1730	4230
1731	4231
1732	4232
1733	4233
1734	4234
1735	4235
1736	4236
1737	4237
1738	4238
1739	4239
1740	4240
1741	4241
1742	4242
1743	4243
1744	4244
1745	4245
1746	4246
1747	4247
1748	4248
1749	4249
1750	4250
1751	4251
1752	4252
1753	4253
1754	4254
1755	4255
1756	4256
1757	4257
1758	4258
1759	4259
1760	4260
1761	4261
1762	4262
1763	4263
1764	4264
1765	4265
1766	4266
1767	4267
1768	4268
1769	4269
1770	4270
1771	4271
1772	4272
1773	4273
1774	4274
1775	4275
1776	4276
1777	4277
1778	4278
1779	4279
1780	4280
1781	4281
1782	4282
1783	4283
1784	4284
1785	4285
1786	4286
1787	4287
1788	4288
1789	4289
1790	4290
1791	4291
1792	4292
1793	4293
1794	4294
1795	4295
1796	4296
1797	4297
1798	4298
1799	4299
1800	4300
1801	4301
1802	4302
1803	4303
1804	4304
1805	4305
1806	4306
1807	4307
1808	4308
1809	4309
1810	4310
1811	4311
1812	4312
1813	4313
1814	4314
1815	4315
1816	4316
1817	4317
1818	4318
1819	4319
1820	4320
1821	4321
1822	4322
1823	4323
1824	4324
1825	4325
1826	4326
1827	4327
1828	4328
1829	4329
1830	4330
1831	4331
1832	4332
1833	4333
1834	4334
1835	4335
1836	4336
1837	4337
1838	4338
1839	4339
1840	4340
1841	4341
1842	4342
1843	4343
1844	4344
1845	4345
1846	4346
1847	4347
1848	4348
1849	4349
1850	4350
1851	4351
1852	4352
1853	4353
1854	4354
1855	4355
1856	4356
1857	4357
1858	4358
1859	4359
1860	4360
1861	4361
1862	4362
1863	4363
1864	4364
1865	4365
1866	4366
1867	4367
1868	4368
1869	4369
1870	4370
1871	4371
1872	4372
1873	4373
1874	4374
1875	4375
1876	4376
1877	4377
1878	4378
1879	4379
1880	4380
1881	4381
1882	4382
1883	4383
1884	4384
1885	4385
1886	4386
1887	4387
1888	4388
1889	4389
1890	4390
1891	4391
1892	4392
1893	4393
1894	4394
1895	4395
1896	4396
1897	4397
1898	4398
1899	4399
1900	4400
1901	4401
1902	4402
1903	4403
1904	4404
1905	4405
1906	4406
1907	4407
1908	4408
1909	4409
1910	4410
1911	4411
1912	4412
1913	4413
1914	4414
1915	4415
1916	4416
1917	4417
1918	4418
1919	4419
1920	4420
1921	4421
1922	4422
1923	4423
1924	4424
1925	4425
1926	4426
1927	4427
1928	4428
1929	4429
1930	4430
1931	4431
1932	4432
1933	4433
1934	4434
1935	4435
1936	4436
1937	4437
1938	4438
1939	4439
1940	4440
1941	4441
1942	4442
1943	4443
1944	4444
1945	4445
1946	4446
1947	4447
1948	4448
1949	4449
1950	4450
1951	4451
1952	4452
1953	4453
1954	4454
1955	4455
1956	4456
1957	4457
1958	4458
1959	4459
1960	4460
1961	4461
1962	4462
1963	4463
1964	4464
1965	4465
1966	4466
1967	4467
1968	4468
1969	4469
1970	4470
1971	4471
1972	4472
1973	4473
1974	4474
1975	4475
1976	4476
1977	4477
1978	4478
1979	4479
1980	4480
1981	4481
1982	4482
1983	4483
1984	4484
1985	4485
1986	4486
1987	4487
1988	4488
1989	4489
1990	4490
1991	4491
1992	4492
1993	4493
1994	4494
1995	4495
1996	4496
1997	4497
1998	4498
1999	4499
